ID de la compétence parente;ID;Nom abrégé;Description;Format de description;Valeurs du barème;configuration du barème;Type de règle de compétence (optionnelle);Règle d'objectif (optionnelle);Règle de paramétrage (optionnelle);IDs des compétences croisées associées;ID d'exportation (optionnel);Est un référentiel;Taxonomie
1.3.2.6.0.0;1.3.2.6.0.3;Repérer les différents types d’actions de formation inscrites dans un plan de formation et comprendre son intérêt pour l’employeur. ;;1;;;;;;;;;
1.3.2.6.0.0;1.3.2.6.0.4;Vérifier les conditions de mobilisation du compte personnel de formation ou d’obtention d’un congé individuel de formation. ;;1;;;;;;;;;
1.3.2.6.0.0;1.3.2.6.0.5;Établir le rôle des différents acteurs de la formation selon le dispositif de formation. ;;1;;;;;;;;;
1.3.2.0.0.0;1.3.2.7.0.0;2.7 Pouvoirs de l’employeur et libertés des salariés  ;"<h5>Sens et portée de l’étude</h5><p>Le pouvoir de l’employeur, inhérent à sa qualité de chef d’entreprise, réside dans son pouvoir normatif (élaboration de règles) mais également dans la possibilité d’infliger des sanctions disciplinaires. L’exercice des pouvoirs de l’employeur s’établit dans le respect des droits individuels et fondamentaux du salarié. Le juge exerce un contrôle sur l’exercice du pouvoir de direction de l’employeur pour assurer le respect de ces droits et libertés. Il intervient également dans le cadre du contrôle de constitutionnalité et du contrôle judiciaire pour assurer le respect des droits de l’employeur à travers notamment la reconnaissance de la liberté d’entreprendre. </p><p><h5>Savoirs associés</h5></p><p>* Fondements du pouvoir de l’employeur. </p><p>* Actes réglementaires de l’employeur. - Droit disciplinaire :  </p><p>*fautes et sanctions disciplinaires ; -garanties procédurales ;  -contrôle judiciaire. </p><p>* Articulation entre le pouvoir de direction de l’employeur et les libertés fondamentales et individuelles du salarié. </p><p>* Articulation entre le pouvoir de direction de l’employeur et le principe de non-discrimination. </p>";1;;;;;;;;;
1.3.2.7.0.0;1.3.2.7.0.1;Vérifier la validité du règlement intérieur. ;;1;;;;;;;;;
1.3.2.7.0.0;1.3.2.7.0.2;Caractériser le degré de gravité d’une faute, déterminer les sanctions associées et la procédure disciplinaire adéquate. ;;1;;;;;;;;;
1.3.2.7.0.0;1.3.2.7.0.3;Apprécier l’étendue du pouvoir de contrôle du juge sur la mise en œuvre du pouvoir de sanction de l’employeur. ;;1;;;;;;;;;
1.3.2.7.0.0;1.3.2.7.0.4;Vérifier le respect par l’employeur des libertés individuelles et fondamentales du salarié dans l’exercice de ses pouvoirs. ;;1;;;;;;;;;
1.3.2.7.0.0;1.3.2.7.0.5;Repérer un cas de discrimination dans le cadre de la relation de travail et en tirer les conséquences juridiques. ;;1;;;;;;;;;
1.3.2.0.0.0;1.3.2.8.0.0;2.8 Pouvoirs de l’employeur et protection de la santé des salariés ;"<h5>Sens et portée de l’étude</h5><p>L’exécution du contrat de travail fait peser sur les salariés des risques professionnels susceptibles d’altérer leur santé ou de provoquer un accident. Il incombe à l’employeur de supprimer ou de réduire ces risques afin d’assurer la sécurité des salariés et de protéger leur santé physique et mentale. Pour ce faire, il doit prendre les mesures appropriées et les mettre en œuvre. Cependant, le salarié est aussi acteur de sa sécurité : il lui appartient de prendre soin de sa santé et de sa sécurité ainsi que de celles des autres personnes concernées par ses actes ou ses omissions au travail. </p><p><h5>Savoirs associés</h5></p><p>* Obligations de l’employeur et sanctions :  </p><p>* obligation générale de sécurité (étendue et mise en œuvre) ; </p><p>* prévention de la pénibilité ; </p><p>* responsabilité pénale de l’employeur au titre du code du travail et du code pénal ;  </p><p>* délégation de pouvoirs ; </p><p>* responsabilité civile. </p><p>* Droits et obligations du salarié en matière de sécurité et de santé. </p><p>* Acteurs de la santé au travail. </p>";1;;;;;;;;;
1.3.2.8.0.0;1.3.2.8.0.1;Identifier les instances chargées de la protection de la santé du salarié, et exposer leurs attributions. ;;1;;;;;;;;;
1.3.2.8.0.0;1.3.2.8.0.2;Vérifier la possibilité pour un salarié d’exercer son droit de retrait et/ou son droit d’alerte, dans une situation donnée. ;;1;;;;;;;;;
1.3.2.8.0.0;1.3.2.8.0.3;Analyser l’étendue de l’obligation de sécurité de l’employeur et les sanctions. ;;1;;;;;;;;;
1.3.2.0.0.0;1.3.2.9.0.0;2.9 La rupture du contrat de travail ;<h5>Sens et portée de l’étude</h5><p>Le contrat de travail conclu sans détermination de durée peut être rompu à l’initiative de l’une ou l’autre des parties ou d’un commun accord. Les modes de rupture sont relativement diversifiés et obéissent à des règles propres. Le licenciement, notamment pour motif économique, pose la question de l’emploi : aussi, il fait l’objet d’une réglementation complexe et évolutive qui vise à la fois la protection de l’emploi et la recherche de l’efficacité économique. </p><p><h5>Savoirs associés</h5></p><p>* Le licenciement pour motif personnel : motifs et procédure. </p><p>* Le licenciement pour motif économique : motifs, obligations de l’employeur, procédure de licenciement individuel, collectif de moins de 10 salariés, procédure de grand licenciement collectif. </p><p>* Les autres modes de rupture du contrat de travail : la démission, la prise d’acte de la rupture, la rupture conventionnelle, la force majeure, la résiliation judiciaire, le départ et la mise à la retraite. </p><p>* Les effets de la rupture du contrat de travail.  </p>;1;;;;;;;;;
1.3.2.9.0.0;1.3.2.9.0.1;Analyser la validité d’un licenciement pour motif personnel. ;;1;;;;;;;;;
1.3.2.9.0.0;1.3.2.9.0.2;Apprécier la possibilité pour l’employeur d’avoir recours au licenciement pour motif économique dans un contexte donné. ;;1;;;;;;;;;
1.3.2.9.0.0;1.3.2.9.0.3;Exploiter une documentation juridique relative aux obligations de l’employeur dans le cadre d’un licenciement pour motif économique. ;;1;;;;;;;;;
1.3.2.9.0.0;1.3.2.9.0.4;Décrire la procédure de validation du plan de sauvegarde de l’emploi (PSE) et ses conséquences. - Déterminer le mode de rupture adapté à une situation donnée. ;;1;;;;;;;;;
1.3.2.9.0.0;1.3.2.9.0.5;Préciser les conséquences financières d’une rupture du contrat de travail dans une situation donnée. ;;1;;;;;;;;;
1.3.0.0.0.0;1.3.3.0.0.0;3- Aspects collectifs du droit du travail (40 heures) ;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.1.0.0;3.1 La représentation collective ;"<h5>Sens et portée de l’étude</h5><p>Le travail s’exerce dans une collectivité : au contrat se superposent des règles démocratiques inspirées de la représentation politique. Différentes institutions de représentation et des dispositifs d’information ont été progressivement introduits au sein de l’entreprise. </p><p><h5>Savoirs associés</h5></p><p>* Les institutions représentatives du personnel : mise en place, missions et moyens.  </p><p>* Le bilan social. </p><p>* Les syndicats :  </p><p>*la liberté syndicale ;  </p><p>*le statut juridique des syndicats ;  </p><p>*la représentation syndicale dans l’entreprise ;  </p><p>*rôles de l’action syndicale.  </p><p>* La protection des institutions représentatives du personnel et des syndicats :  </p><p>*les personnes protégées ;  -les moyens de la protection ; -les délits d’entrave.  </p>";1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.1;Identifier les principales institutions représentatives du personnel et leurs principales attributions. ;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.2;Repérer les situations où l’employeur est tenu de mettre en place une institution représentative du personnel. ;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.3;Caractériser les syndicats représentatifs et les syndicats non représentatifs et distinguer leurs prérogatives. ;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.4;Identifier les salariés protégés et les moyens de leur protection. ;;1;;;;;;;;;
1.3.3.1.0.0;1.3.3.1.0.5;Caractériser le délit d’entrave et ses sanctions. ;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.2.0.0;3.2 La négociation collective ;"<h5>Sens et portée de l’étude</h5><p>Au fil des réformes, la place laissée à la négociation collective s’étend régulièrement. En particulier, le rôle des accords de branche et des accords d’entreprise a été significativement renforcé dans la définition des règles encadrant la relation de travail. Pour renforcer la légitimité des accords collectifs, le législateur a imposé la règle des accords majoritaires. </p><p><h5>Savoirs associés</h5></p><p>* Le droit commun de la négociation et des conventions collectives : formation, révision, dénonciation, modalités d’application, extension et élargissement.  </p><p>* Le droit particulier de la négociation et des conventions collectives :  </p><p>* accords nationaux interprofessionnels ;  - accords et conventions de branche ;  </p><p>* accords d’entreprise.   </p>";1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.1;Déterminer le champ d’application de l’accord ou de la convention ordinaire, élargi ou étendu. ;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.2;Articuler les normes conventionnelles entre elles et par rapport à la loi. ;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.3;Identifier les personnes habilitées à négocier des accords d’entreprise en l’absence de délégué syndical. ;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.4;Vérifier les conditions de validité de l’accord ou de la convention aux différents niveaux de négociation.  ;;1;;;;;;;;;
1.3.3.2.0.0;1.3.3.2.0.5;Analyser la légalité et les effets d’une procédure de dénonciation d’un accord collectif. ;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.3.0.0;3.3 L’association des salariés aux performances de l’entreprise ;<h5>Sens et portée de l’étude</h5><p>Différentes dispositions permettent d’associer, de façon facultative ou obligatoire, les salariés aux performances de l’entreprise. </p><p><h5>Savoirs associés</h5></p><p>* La participation des salariés aux résultats de l’entreprise.  </p><p>* L’intéressement. </p><p>* Les plans d’épargne : PEE et PERCO.  </p>;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.1;Distinguer participation et intéressement. ;;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.2;Repérer les situations où l’employeur est tenu de mettre en place la participation. ;;1;;;;;;;;;
1.3.3.3.0.0;1.3.3.3.0.3;Distinguer plan d’épargne entreprise (PEE) et plan d’épargne pour la retraite collectif (Perco). ;;1;;;;;;;;;
1.3.3.0.0.0;1.3.3.4.0.0;3.4 Les conflits collectifs ;"<h5>Sens et portée de l’étude</h5><p>Le droit de grève est une liberté conquise par une longue lutte sociale. Délit pénal jusqu’à l’abolition du délit de coalition par la loi du 25 mai 1864, elle est devenue une liberté à valeur constitutionnelle dès lors qu’elle s’exerce dans le cadre des lois qui la règlementent.  </p><p><h5>Savoirs associés</h5></p><p>* Les conflits non contentieux de la relation de travail : </p><p>* la grève ;  </p><p>* le « lock-out » ;  </p><p>* les modes alternatifs de règlement des différends </p>";1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.1;Différencier un mouvement illicite et une grève licite. ;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.2;Identifier les effets de l’exercice normal du droit de grève. ;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.3;Caractériser l’exercice anormal du droit de grève et en tirer les conséquences. ;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.4;Identifier une situation contraignante pouvant fonder un lock-out et préciser son régime.  ;;1;;;;;;;;;
1.3.3.4.0.0;1.3.3.4.0.5;Caractériser conciliation, médiation et arbitrage. ;;1;;;;;;;;;
1.3.0.0.0.0;1.3.4.0.0.0;4- La protection sociale (20 heures) ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.1.0.0;4.1 Introduction au droit de la protection sociale ;<h5>Sens et portée de l’étude</h5><p>La protection sociale garantit les personnes contre les risques sociaux susceptibles de réduire ou de supprimer leurs revenus ou d’accroître leurs dépenses (vieillesse, maladie, invalidité, chômage…). Si la Sécurité sociale en est l’un des acteurs majeurs, d’autres organismes interviennent dans la prise en charge des risques sociaux.  </p><p><h5>Savoirs associés</h5></p><p>* Les repères historiques quant à la construction du droit de la protection sociale. </p><p>* Les grands principes de la protection sociale.  </p><p>* La présentation des sources spécifiques au droit de la protection sociale. </p><p>* Les acteurs de la protection sociale. </p><p>* Les différents régimes. </p>;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.1;Repérer les grandes étapes et principes de la construction du droit de la protection sociale. ;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.2;Schématiser l’organisation de la protection sociale : les grands acteurs de la protection sociale et les risques couverts. ;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.3;Repérer les sources du droit de la protection sociale. ;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.4;Identifier les différents régimes sociaux. ;;1;;;;;;;;;
1.3.4.1.0.0;1.3.4.1.0.5;*Identifier le régime auquel une personne est assujettie en fonction de sa situation.  ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.2.0.0;4.2 Contrôles et contentieux social  ;<h5>Sens et portée de l’étude</h5><p>Toutes les personnes morales et physiques redevables de cotisations sociales ou dans l'obligation de remplir des déclarations sociales peuvent faire l'objet d'un contrôle de l’Urssaf. </p><p><h5>Savoirs associés</h5></p><p>*Les contrôles de l’Urssaf. </p><p>*Le contentieux de la Sécurité sociale. </p>;1;;;;;;;;;
1.3.4.2.0.0;1.3.4.2.0.1;Cerner les missions et moyens d’action des inspecteurs du recouvrement. ;;1;;;;;;;;;
1.3.4.2.0.0;1.3.4.2.0.2;Déterminer la juridiction compétente à l’occasion d’un litige relatif à la Sécurité sociale. ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.3.0.0;4.3 Le régime général de la Sécurité sociale ;<h5>Sens et portée de l’étude</h5><p>Le régime général de la Sécurité sociale est organisé en branches autonomes assurant la couverture d’un ou plusieurs risques sociaux. Le régime général est le régime le plus important en nombre de personnes assujetties. </p><p><h5>Savoirs associés</h5></p><p>* La protection contre les aléas de la vie : assurances maladie, maternité, invalidité, décès. </p><p>* La protection de la vieillesse : droits à pension de retraite et prestations.  </p><p>* La couverture des risques professionnels : accidents du travail et accidents de trajet, maladies professionnelles. </p>;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.1;Identifier les risques couverts et présenter leur régime respectif. ;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.2;Distinguer la prise en charge d’un risque selon son origine professionnelle ou non. ;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.3;Qualifier un accident du travail, un accident de trajet ou une maladie professionnelle.  ;;1;;;;;;;;;
1.3.4.3.0.0;1.3.4.3.0.4;Caractériser une faute inexcusable ou intentionnelle de l’employeur et son incidence pour l’employeur et sur le droit à réparation du salarié. ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.4.0.0;4.4 La protection en cas de chômage ;<h5>Sens et portée de l’étude</h5><p>L’assurance chômage est un système de protection sociale qui assure notamment aux salariés privés d’emploi un revenu de substitution. Au-delà de sa mission d’indemnisation, elle favorise l’accompagnement des chômeurs vers le retour à l’emploi.  </p><p>Pour prévenir les licenciements économiques en période de baisse d’activité, les employeurs peuvent recourir à l’activité partielle. </p><p><h5>Savoirs associés</h5></p><p>* Chômage total. - Activité partielle. </p>;1;;;;;;;;;
1.3.4.4.0.0;1.3.4.4.0.1;Identifier les conditions d’indemnisation du chômage, les droits et obligations du demandeur d’emploi. - Apprécier la validité du motif et des modalités de recours à l’activité partielle.  ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.5.0.0;4.5 La protection sociale complémentaire ;<h5>Sens et portée de l’étude</h5><p>Les régimes complémentaires assurent un complément aux versements de la Sécurité sociale. Certains sont obligatoires (régimes complémentaires de retraite des salariés du secteur privé) et d’autres facultatifs (mutuelles de santé, sociétés d’assurance, institutions de prévoyance). </p><p>En raison de la conjoncture économique et sociale (vieillissement de la population, croissance ralentie, dette sociale), la protection sociale obligatoire ne suffit plus à garantir une couverture satisfaisante. Le rôle de la protection sociale complémentaire devient donc essentiel. </p><p>Le mécanisme de la portabilité assure, quant à lui, après la rupture du contrat de travail, le maintien de la complémentaire santé ainsi que des garanties prévoyance. </p><p><h5>Savoirs associés</h5></p><p>* Les régimes complémentaires : institutions et opérations. </p>;1;;;;;;;;;
1.3.4.5.0.0;1.3.4.5.0.1;Identifier les institutions et les opérations réalisées par les régimes complémentaires. ;;1;;;;;;;;;
1.3.4.5.0.0;1.3.4.5.0.2;Déterminer si un régime de protection sociale complémentaire est obligatoire ou facultatif. ;;1;;;;;;;;;
1.3.4.0.0.0;1.3.4.6.0.0;4.6 Notions sur d’autres régimes <h5>Sens et portée de l’étude</h5>;Il s’agit de préciser les modalités de couverture des risques sociaux des personnes qui ne relèvent pas du régime général ou des régimes spéciaux. <p><h5>Savoirs associés</h5></p><p>* Les assurances maladie, vieillesse et chômage des personnes assujetties. </p>;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.1;Identifier les personnes assujetties. ;;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.2;Identifier les organismes en charge de ce régime. ;;1;;;;;;;;;
1.3.4.6.0.0;1.3.4.6.0.3;Caractériser le régime social de l’assujetti. ;;1;;;;;;;;;
1.0.0.0.0.0;1.4.0.0.0.0;UE 4 - DROIT FISCAL  ;;1;;;;;;;;;
1.4.0.0.0.0;1.4.1.0.0.0;1- Introduction générale au droit fiscal (5 heures) ;<h5>Sens et portée de l’étude</h5><p>Le pouvoir de prélever l’impôt est inscrit dans la Constitution. En pratique, les impôts sont nombreux et contribuent de manière variable à alimenter les recettes budgétaires de l’État ou des collectivités territoriales. Cette diversité des prélèvements a donné naissance à différentes tentatives de classifications des impôts et taxes. Si la loi constitue la source essentielle du droit fiscal, il est nécessaire de prendre en considération d’autres sources : le droit de l’Union européenne, les conventions fiscales internationales… </p><p><h5>Savoirs associés</h5></p><p>* Caractéristiques du droit fiscal. </p><p>* Sources du droit fiscal. </p><p>* Classifications des impôts et taxes  </p><p>* Organisation et rôle de l’administration fiscale. - Rôle du juge fiscal. </p><p>* Nécessité et mise en œuvre d’une veille fiscale. </p>;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.1;Repérer et distinguer le droit fiscal parmi les différentes branches du droit. ;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.2;Caractériser les principales sources du droit fiscal. - Identifier les principaux prélèvements obligatoires. ;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.3;Mettre en évidence le rôle de l’administration fiscale et le rôle du juge fiscal. ;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.4;Identifier les règles fiscales applicables à une situation donnée et repérer leurs évolutions. ;;1;;;;;;;;;
1.4.1.0.0.0;1.4.1.0.0.5;Rechercher, identifier et appliquer les nouvelles dispositions fiscales. ;;1;;;;;;;;;
1.4.0.0.0.0;1.4.2.0.0.0;2- L’impôt sur le revenu des personnes physiques (20 heures)  ;<h5>Sens et portée de l’étude</h5><p>L’impôt sur le revenu (IR), même s’il ne constitue pas le principal impôt dans le système fiscal français, revêt une grande importance à la fois sur le plan social, sur le plan symbolique et sur le plan économique. </p><p><h5>Savoirs associés</h5></p><p>* Les principes généraux de l’impôt sur le revenu.  </p>;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.0.0.1;Schématiser la détermination et/ou le calcul de l’impôt sur le revenu. ;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.1.0.0;2.1- Champ d’application  ;<h5>Sens et portée de l’étude</h5><p>Le revenu des personnes physiques est imposé au niveau familial. En effet, l’imposition est déterminée au niveau du foyer fiscal. </p><p><h5>Savoirs associés</h5></p><p>* Personnes imposables et non imposables. </p><p>* Territorialité de l’impôt. </p><p>* Composition du foyer fiscal. </p>;1;;;;;;;;;
1.4.2.1.0.0;1.4.2.1.0.1;Qualifier les personnes imposables. ;;1;;;;;;;;;
1.4.2.1.0.0;1.4.2.1.0.2;Déterminer la composition du foyer fiscal. ;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.2.0.0;2.2 Détermination du revenu brut global, du revenu net global et du revenu imposable ;<h5>Sens et portée de l’étude</h5><p>Le revenu imposable qui sert de base au calcul de l’impôt est un revenu global, somme d’une série de revenus catégoriels de source française comme de source étrangère. </p><p><h5>Savoirs associés</h5></p><p>* Modalités de détermination et caractéristiques du revenu brut global. </p><p>* Qualification professionnelle ou non professionnelle d’une activité. </p><p>*Traitements et salaires, rémunération des dirigeants. </p><p>* Bénéfices industriels et commerciaux (BIC). </p><p>* Bénéfices non commerciaux (BNC). </p><p>* Bénéfices agricoles (BA). </p><p>* Revenus fonciers (RF). </p><p>* Revenus des capitaux mobiliers (RCM). </p><p>* Plus-values des particuliers. </p><p>* Charges déductibles du revenu global. </p>;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.1;Identifier les caractéristiques du revenu global. - Qualifier et classer un revenu selon sa catégorie fiscale. ;;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.2;Calculer et justifier le montant du revenu imposable selon sa catégorie. ;;1;;;;;;;;;
1.4.2.2.0.0;1.4.2.2.0.3;Déterminer le revenu brut global, le revenu net ;;1;;;;;;;;;
1.4.2.0.0.0;1.4.2.3.0.0;2.3 Déclaration, calcul et paiement de l’impôt <h5>Sens et portée de l’étude</h5>;Le passage du revenu imposable à l’impôt conduit à tenir compte des charges de famille du contribuable, afin d’atténuer la progressivité du barème de l’impôt, mais aussi de mesures d’incitation fiscale qui prennent la forme de réductions ou de crédits d’impôt. <p><h5>Savoirs associés</h5></p><p>* Règles générales de déclaration. - Application du quotient familial. </p><p>* Calcul de l’impôt avec prise en compte des réductions et crédits d’impôts.  </p><p>* Modalités de paiement de l’impôt sur le revenu. </p>;1;;;;;;;;;
1.4.2.3.0.0;1.4.2.3.0.1;Déterminer et justifier l’impôt sur le revenu d’un foyer fiscal. ;;1;;;;;;;;;
1.4.2.3.0.0;1.4.2.3.0.2;Déterminer les réductions et crédits d’impôt. - Expliquer les modalités de déclaration et de  paiement de l’impôt. ;;1;;;;;;;;;
1.4.0.0.0.0;1.4.3.0.0.0;3- Prélèvements sociaux (5 heures) ;<h5>Sens et portée de l’étude</h5><p>Les prélèvements sociaux concernent la plupart des revenus du particulier. Leur calcul est abordé conjointement avec les revenus concernés.  </p><p><h5>Savoirs associés</h5></p><p>* Principes généraux.  </p><p>* Contribution sociale généralisée (CSG) / Contribution au remboursement de la dette sociale (CRDS) et autres prélèvements sociaux. </p><p>* Prélèvements sociaux sur les revenus d’activité et de remplacement. </p><p>* Prélèvements sociaux sur les revenus du capital (patrimoine financier et immobilier). </p>;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.1;Déterminer et justifier le calcul des prélèvements sociaux, déductibles et non déductibles, à partir d’une documentation fiscale.  ;;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.2;Expliquer les modalités de déclaration et de paiement. ;;1;;;;;;;;;
1.4.3.0.0.0;1.4.3.0.0.3;Expliquer et calculer le montant déductible de la CSG et les modalités de déduction. ;;1;;;;;;;;;
1.4.0.0.0.0;1.4.4.0.0.0;4- Imposition du résultat de l’entreprise (60 heures) ;<h5>Sens et portée de l’étude</h5><p>Le Code général des impôts définit les règles de détermination du résultat des entreprises individuelles. Pour les sociétés, le droit fiscal renvoie aux règles des entreprises individuelles en ajustant ces dispositions pour tenir compte de l’exercice de l’activité dans un cadre sociétaire. </p><p><h5>Savoirs associés</h5></p><p>* Principes généraux d’imposition des entreprises. - Classification fiscale des sociétés. </p>;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.0.0.1;Distinguer les entreprises relevant de l’impôt sur les sociétés (IS) de celles relevant de l’IR. ;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.0.0.2;Décrire et justifier le passage du résultat comptable au résultat fiscal. ;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.1.0.0;4.1 Imposition des résultats de l’entreprise individuelle relevant des BIC ;<h5>Sens et portée de l’étude</h5><p>L’imposition du résultat de l’entreprise individuelle n’est pas dissociable de l’imposition de l’exploitant dans le cadre de l’impôt sur le revenu. L’étude des bénéfices industriels et commerciaux (BIC) est essentielle. </p><p>Pour la détermination du résultat, le législateur s’est efforcé de limiter ou de simplifier les obligations fiscales qui pèsent sur les entreprises les plus petites en taille. À côté de régimes normaux d’imposition coexistent ainsi des régimes plus ou moins simplifiés en fonction de la taille des entreprises. </p><p><h5>Savoirs associés</h5></p><p>* Champ d’application des bénéfices industriels et commerciaux. </p><p>* Distinction entre BIC professionnels et BIC non professionnels. </p><p>* Définition du bénéfice imposable. </p><p>* Principes généraux de détermination du résultat fiscal.  </p><p>* Produits imposables et non imposables. </p><p>* Charges déductibles et non déductibles. </p><p>* Plus-values et moins-values professionnelles. </p><p>* Détermination du résultat fiscal. </p><p>* Modalités de déclaration du résultat fiscal. - Traitement des déficits. </p><p>* Régimes d’imposition des entreprises : micro et réel (normal et simplifié).  </p><p>* Centres de gestion agréés et experts-comptables conventionnés.  </p>;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.1;Identifier et expliquer les différences entre le résultat comptable et le résultat fiscal. ;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.2;Caractériser le traitement fiscal des différentes opérations comptables et opérer les retraitements nécessaires. ;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.3;Qualifier les plus ou moins-values professionnelles et identifier les différents traitements fiscaux applicables. ;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.4;Déterminer le résultat fiscal, ses modalités d’imposition ou la gestion du déficit. ;;1;;;;;;;;;
1.4.4.1.0.0;1.4.4.1.0.5;Proposer des conseils et recommandations en matière fiscale pour les entreprises individuelles relevant des BIC. ;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.2.0.0;4.2 Imposition des résultats dans le cadre des sociétés de personnes non soumises à l’IS ;<h5>Sens et portée de l’étude</h5><p>Les sociétés de personnes déterminent et déclarent un résultat fiscal. En revanche, l’impôt correspondant est acquitté individuellement par les associés. Il s’agit du régime dit de la « translucidité fiscale ». </p><p><h5>Savoirs associés</h5></p><p>* Champ d’application et modalités d’imposition au niveau des associés. </p><p>* Détermination du résultat fiscal au niveau de la société. </p><p>* Détermination de la quote-part du résultat fiscal imposable au niveau de chaque associé. </p>;1;;;;;;;;;
1.4.4.2.0.0;1.4.4.2.0.1;Schématiser, dans une situation donnée, le mécanisme d’imposition des sociétés de personnes non soumises à l’impôt sur les sociétés. ;;1;;;;;;;;;
1.4.4.2.0.0;1.4.4.2.0.2;Déterminer et justifier la quote-part du résultat fiscal imposable ou déductible au niveau de chaque associé. ;;1;;;;;;;;;
1.4.4.0.0.0;1.4.4.3.0.0;4.3 Imposition des résultats dans le cadre des sociétés soumises à l’impôt sur les sociétés ;<h5>Sens et portée de l’étude</h5><p>Les sociétés soumises à l’impôt sur les sociétés (IS) sont des entités qui disposent de la pleine capacité fiscale. Il s’agit de sociétés ou de groupements qui déterminent un résultat, le déclarent et acquittent l’impôt correspondant. </p><p>Les règles applicables empruntent en grande partie les règles fiscales en vigueur dans l’entreprise individuelle mais avec un certain nombre de spécificités (tant au niveau des règles de détermination de la base imposable qu’au niveau du calcul de l’impôt). </p><p><h5>Savoirs associés</h5></p><p>* Champ d’application et territorialité de l’impôt sur les sociétés. </p><p>* Étude des règles spécifiques de détermination du résultat fiscal applicables aux sociétés soumises à l’impôt sur les sociétés. </p><p>* Plus ou moins-values professionnelles des sociétés relevant de l’impôt sur les sociétés. </p><p>* Détermination et déclaration du résultat fiscal.  </p><p>* Liquidation et paiement de l’impôt sur les sociétés et des contributions additionnelles. </p><p>* Traitement des déficits. </p>;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.1;Identifier et expliquer les différences entre le résultat comptable et le résultat fiscal. ;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.2;Analyser et expliquer le traitement fiscal des différentes opérations comptables et déterminer les retraitements nécessaires. ;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.3;Qualifier les plus ou moins-values professionnelles, déterminer et justifier les différents traitements fiscaux applicables. ;;1;;;;;;;;;
1.4.4.3.0.0;1.4.4.3.0.4;Déterminer et justifier le résultat fiscal, ses modalités d’imposition ou la gestion du déficit. ;;1;;;;;;;;;
